"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	72	358621	20.1
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	60	387264	15.5
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	75	411396	18.2
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	82	429762	19.1
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	78	440971	17.7
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	88	452541	19.4
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	89	463137	19.2
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	95	474588	20.0
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	104	481004	21.6
	"All Sites Combined"	"00"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	95	483100	19.7
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	38	385881	9.8
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	26	404969	6.4
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	44	410022	10.7
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	42	428606	9.8
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	35	451926	7.7
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	32	465381	6.9
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	38	477824	8.0
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	53	497223	10.7
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	48	516124	9.3
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	59	539641	10.9
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	56	565417	9.9
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	54	586829	9.2
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	40	588176	6.8
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	46	407435	11.3
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	49	423505	11.6
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	42	424760	9.9
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	48	439336	10.9
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	44	459428	9.6
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	46	467866	9.8
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	53	479008	11.1
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	50	498606	10.0
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	58	517471	11.2
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	53	541851	9.8
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	59	568118	10.4
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	61	589646	10.3
	"All Sites Combined"	"00"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	74	593824	12.5
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	36	383347	9.4
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	34	399430	8.5
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	45	405879	11.1
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	43	427540	10.1
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	43	453099	9.5
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	41	466654	8.8
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	54	478553	11.3
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	50	494030	10.1
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	55	508463	10.8
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	40	522119	7.7
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	62	536345	11.6
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	44	550887	8.0
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	60	556081	10.8
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	38	404523	9.4
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	36	422675	8.5
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	57	429131	13.3
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	57	452793	12.6
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	50	478918	10.4
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	56	492409	11.4
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	52	502049	10.4
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	46	514989	8.9
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	46	526068	8.7
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	59	536999	11.0
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	66	547628	12.1
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	68	561460	12.1
	"All Sites Combined"	"00"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	60	566089	10.6
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	61	408261	14.9
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	59	427247	13.8
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	66	425206	15.5
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	71	439727	16.1
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	46	464443	9.9
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	62	480771	12.9
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	82	497056	16.5
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	73	514388	14.2
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	71	532706	13.3
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	85	549511	15.5
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	100	564397	17.7
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	87	575094	15.1
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	88	564838	15.6
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	54	424883	12.7
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	55	446172	12.3
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	66	446685	14.8
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	60	462242	13.0
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	84	488593	17.2
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	75	506576	14.8
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	98	524264	18.7
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	75	542409	13.8
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	86	562167	15.3
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	107	579222	18.5
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	96	593891	16.2
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	83	602953	13.8
	"All Sites Combined"	"00"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	95	589323	16.1
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	74	441855	16.7
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	92	468948	19.6
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	81	489750	16.5
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	117	524568	22.3
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	131	561662	23.3
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	133	578429	23.0
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	140	587397	23.8
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	135	596116	22.6
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	122	604884	20.2
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	167	619601	27.0
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	159	637691	24.9
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	155	658164	23.6
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	170	670380	25.4
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	94	446978	21.0
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	100	470976	21.2
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	83	491552	16.9
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	95	525832	18.1
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	96	563204	17.0
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	110	583124	18.9
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	107	595712	18.0
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	111	607409	18.3
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	137	616382	22.2
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	134	632377	21.2
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	123	651671	18.9
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	119	674140	17.7
	"All Sites Combined"	"00"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	140	687531	20.4
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	181	531452	34.1
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	183	551830	33.2
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	210	560537	37.5
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	212	587823	36.1
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	240	625869	38.3
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	229	650797	35.2
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	241	674223	35.7
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	280	702309	39.9
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	285	724221	39.4
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	337	740719	45.5
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	350	748290	46.8
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	294	753654	39.0
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	366	757841	48.3
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	133	507568	26.2
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	107	536122	20.0
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	153	542187	28.2
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	145	562794	25.8
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	143	590663	24.2
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	137	607444	22.6
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	153	623347	24.5
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	139	645409	21.5
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	155	663694	23.4
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	187	679527	27.5
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	196	687786	28.5
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	195	695067	28.1
	"All Sites Combined"	"00"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	198	709673	27.9
