"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	221	811311	27.2
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	204	813877	25.1
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	194	805175	24.1
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	220	801268	27.5
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	211	801645	26.3
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	208	801470	26.0
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	236	789670	29.9
	"All Cancer Sites Combined"	"0"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	189	783106	24.1
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	123	1050849	11.7
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	129	1039059	12.4
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	119	1019170	11.7
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	125	991532	12.6
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	112	966911	11.6
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	113	940566	12.0
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	112	914864	12.2
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	109	904165	12.1
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	127	899092	14.1
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	129	906004	14.2
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	122	919395	13.3
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	124	932173	13.3
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	108	934417	11.6
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	142	1104781	12.9
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	146	1093143	13.4
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	162	1071041	15.1
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	134	1041401	12.9
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	131	1013598	12.9
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	153	985347	15.5
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	122	958032	12.7
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	137	948165	14.4
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	138	941335	14.7
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	154	948491	16.2
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	160	961307	16.6
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	138	973312	14.2
	"All Cancer Sites Combined"	"0"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	152	975457	15.6
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	125	943140	13.3
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	129	979132	13.2
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	123	1008968	12.2
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	121	1034762	11.7
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	139	1049927	13.2
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	135	1055896	12.8
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	162	1044244	15.5
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	135	1026291	13.2
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	149	1002640	14.9
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	137	985622	13.9
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	123	970621	12.7
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	134	963304	13.9
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	156	953868	16.4
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	128	991101	12.9
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	129	1028297	12.5
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	148	1060346	14.0
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	174	1086554	16.0
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	135	1102583	12.2
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	152	1109408	13.7
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	167	1097452	15.2
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	179	1077159	16.6
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	172	1051979	16.4
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	162	1032154	15.7
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	164	1015803	16.1
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	154	1008075	15.3
	"All Cancer Sites Combined"	"0"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	125	997355	12.5
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	163	889540	18.3
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	177	910408	19.4
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	183	917400	19.9
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	204	928647	22.0
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	183	944376	19.4
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	218	963295	22.6
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	226	986225	22.9
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	200	1007266	19.9
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	217	1024049	21.2
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	230	1032660	22.3
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	225	1035171	21.7
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	213	1028603	20.7
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	213	1007747	21.1
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	205	967872	21.2
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	232	990674	23.4
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	244	1001770	24.4
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	273	1012303	27.0
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	216	1024052	21.1
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	257	1042272	24.7
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	237	1064750	22.3
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	260	1084542	24.0
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	258	1099539	23.5
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	287	1107325	25.9
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	280	1108118	25.3
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	286	1096977	26.1
	"All Cancer Sites Combined"	"0"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	264	1074561	24.6
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	266	842583	31.6
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	272	878304	31.0
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	283	911712	31.0
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	277	933812	29.7
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	296	951256	31.1
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	346	959272	36.1
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	331	957695	34.6
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	355	953094	37.2
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	360	953728	37.7
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	382	960568	39.8
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	357	971476	36.7
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	342	987784	34.6
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	363	1018148	35.7
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	311	948716	32.8
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	291	987894	29.5
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	281	1018908	27.6
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	361	1039608	34.7
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	376	1045544	36.0
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	387	1058573	36.6
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	388	1065340	36.4
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	415	1062139	39.1
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	405	1065377	38.0
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	415	1068527	38.8
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	431	1076544	40.0
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	446	1088464	41.0
	"All Cancer Sites Combined"	"0"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	449	1114577	40.3
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	536	948028	56.5
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	544	938993	57.9
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	506	921804	54.9
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	543	916692	59.2
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	526	918948	57.2
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	525	929658	56.5
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	557	942029	59.1
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	568	962019	59.0
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	564	970807	58.1
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	627	983099	63.8
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	628	987407	63.6
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	682	986446	69.1
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	625	987787	63.3
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	468	1045091	44.8
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	462	1027071	45.0
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	481	1008169	47.7
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	439	998862	44.0
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	460	997644	46.1
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	481	1007175	47.8
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	485	1019070	47.6
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	489	1036060	47.2
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	565	1046868	54.0
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	560	1061548	52.8
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	525	1068747	49.1
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	528	1070293	49.3
	"All Cancer Sites Combined"	"0"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	527	1078860	48.8
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	949	1017446	93.3
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	900	1003326	89.7
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1051	1012138	103.8
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1000	1006239	99.4
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	941	994870	94.6
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	969	973002	99.6
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	989	940153	105.2
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	914	912078	100.2
	"All Cancer Sites Combined"	"0"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	930	900860	103.2
